867792.4839,2.3766,2.9573,2.9817,2.9036,2.8890,2.8304,2.7718,2.7377,2.6986,2.6596,2.6498,2.6352,2.6157,2.6206,2.5864,2.5864,2.5571,2.5913,2.5815,2.5571,2.5425,2.5278,2.5132,2.5278,2.5181,2.5132,2.5034,2.5034,2.5083
983222.4937,2.5425,2.0691,2.0594,2.0350,2.0838,2.1765,2.2009,2.1862,2.2399,2.2692,2.3278,2.3180,2.3570,2.3668,2.3473,2.4107,2.4302,2.4644,2.4107,2.4595,2.3863,2.4742,2.4888,2.4693,2.4742,2.4107,2.4693,2.4937,2.4546
1247202.4937,2.4058,2.9670,2.9719,2.9426,2.9036,2.7914,2.7914,2.7523,2.6938,2.6791,2.6596,2.6450,2.6254,2.5913,2.6010,2.5718,2.5571,2.5718,2.5425,2.5376,2.4986,2.5376,2.5181,2.5034,2.5278,2.5132,2.5278,2.4937,2.4937
1561222.4498,2.5083,2.0886,2.0545,2.0642,2.1033,2.1179,2.1423,2.2155,2.3131,2.2594,2.2936,2.3375,2.3863,2.3814,2.3473,2.4156,2.4742,2.4351,2.3961,2.4058,2.4449,2.4693,2.4644,2.4546,2.4400,2.4937,2.4937,2.4986,2.4107
1775172.4449,2.4595,2.9866,3.0158,2.9329,2.8792,2.7962,2.8011,2.7328,2.7377,2.6547,2.6254,2.6010,2.6254,2.5815,2.5815,2.5962,2.5522,2.5913,2.5327,2.5474,2.5181,2.5278,2.5620,2.5376,2.4888,2.5181,2.4888,2.4790,2.4839
1889152.4742,2.5425,2.0594,2.0447,2.0594,2.0447,2.1618,2.2106,2.2594,2.3229,2.3034,2.3814,2.3424,2.3278,2.3570,2.3912,2.3619,2.3814,2.3912,2.4449,2.4644,2.4693,2.4498,2.4351,2.4839,2.4595,2.4546,2.4351,2.4888,2.4156
2103122.4693,2.4595,2.9914,2.9963,2.9378,2.9036,2.8255,2.7865,2.7767,2.7279,2.6986,2.6694,2.6498,2.6254,2.5669,2.5766,2.5669,2.5376,2.5669,2.5425,2.5327,2.5083,2.5230,2.5425,2.5278,2.5278,2.5278,2.4937,2.5181,2.5425
2267072.4742,2.5474,2.1228,2.0496,2.0886,2.0935,2.1862,2.1667,2.1814,2.2302,2.3278,2.3375,2.2790,2.3717,2.3863,2.4156,2.4302,2.3961,2.4449,2.4644,2.3961,2.4351,2.5083,2.4302,2.4498,2.4693,2.4839,2.5034,2.4351,2.4400
2631102.4888,2.3034,2.9963,2.9573,2.9475,2.8987,2.8743,2.7914,2.7523,2.7279,2.6889,2.6303,2.6450,2.6108,2.6206,2.6108,2.5474,2.5669,2.5376,2.5669,2.5083,2.5278,2.5132,2.5376,2.5083,2.5278,2.5327,2.5083,2.4937,2.5083
2745052.5083,2.5083,2.0984,2.0154,2.0252,2.1082,2.1130,2.1960,2.2399,2.2741,2.2399,2.3229,2.3375,2.3522,2.3814,2.3766,2.3814,2.4205,2.4058,2.4644,2.3961,2.4693,2.4156,2.4790,2.4839,2.4156,2.4986,2.4205,2.5034,2.4351
