414222.4790,2.4400,2.5620,2.5669,2.5132,2.5278,2.5425,2.5034,2.5376,2.4644,2.4937,2.4986,2.5230,2.5278,2.5132,2.4644,2.5132,2.5376,2.5327,2.5327,2.4839,2.5278,2.5278,2.5132,2.5376,2.4986,2.4693,2.5230,2.4498,2.4839
628312.4693,2.4644,2.4107,2.4205,2.4595,2.4400,2.4302,2.4351,2.4742,2.4449,2.4839,2.4644,2.4742,2.4351,2.4498,2.4498,2.5230,2.4888,2.4839,2.4351,2.5132,2.4790,2.4595,2.5327,2.4986,2.4498,2.5132,2.4937,2.4498,2.5181
742262.4546,2.4839,2.5718,2.5620,2.5669,2.5278,2.5034,2.5278,2.5376,2.5278,2.5376,2.5181,2.4986,2.5034,2.5181,2.4888,2.4937,2.4693,2.5083,2.4839,2.4986,2.5083,2.4546,2.4790,2.4644,2.5034,2.5083,2.4742,2.4644,2.5376
956302.4351,2.5083,2.4742,2.4302,2.4156,2.4595,2.4058,2.4546,2.4058,2.4693,2.4449,2.4986,2.4302,2.4888,2.4742,2.5034,2.4693,2.4302,2.4742,2.4693,2.4644,2.4400,2.5181,2.4693,2.5132,2.4302,2.4449,2.4595,2.5034,2.5083
1270292.4839,2.4644,2.5327,2.5718,2.5278,2.5181,2.5083,2.5181,2.5230,2.4986,2.5278,2.5327,2.5132,2.5230,2.4790,2.4888,2.5132,2.5083,2.4742,2.4595,2.4742,2.5230,2.4888,2.4546,2.4986,2.5083,2.4839,2.4986,2.4742,2.4644
1484322.4888,2.5278,2.4498,2.4351,2.4254,2.4644,2.4449,2.4254,2.4644,2.4498,2.5230,2.4498,2.4644,2.4156,2.4546,2.5132,2.4644,2.4302,2.4839,2.4205,2.4839,2.5083,2.5181,2.4205,2.5083,2.4693,2.4986,2.4546,2.4302,2.4839
1598322.5181,2.4595,2.5718,2.5815,2.5620,2.5669,2.5132,2.5376,2.5181,2.4986,2.5474,2.5034,2.4986,2.5327,2.4986,2.5083,2.5132,2.5083,2.5083,2.4742,2.4742,2.4693,2.5034,2.5083,2.5181,2.5083,2.4986,2.5034,2.4693,2.5132
1912272.4742,2.4742,2.4693,2.4010,2.4790,2.4351,2.4644,2.4595,2.5034,2.4400,2.5181,2.4498,2.4839,2.4644,2.4742,2.4937,2.4790,2.4742,2.4937,2.4498,2.4986,2.4205,2.4839,2.4986,2.4595,2.4986,2.5181,2.4595,2.5083,2.4546
2026242.4937,2.4595,2.5474,2.5425,2.5474,2.5083,2.5620,2.5376,2.5083,2.5278,2.5230,2.5181,2.4790,2.4937,2.4888,2.4790,2.4937,2.4595,2.5181,2.5132,2.4839,2.4888,2.4790,2.4595,2.4742,2.4595,2.4449,2.5083,2.4986,2.5083
2440202.4742,2.4839,2.4742,2.4302,2.4693,2.3961,2.4693,2.4400,2.4205,2.4498,2.4937,2.4888,2.4742,2.4595,2.4644,2.4937,2.4254,2.5083,2.4351,2.4888,2.5083,2.4693,2.4742,2.5327,2.4790,2.5132,2.4888,2.4839,2.4302,2.4986
2504192.4693,2.4742,2.5669,2.5571,2.5278,2.5034,2.5181,2.5230,2.5181,2.4937,2.5132,2.5132,2.5181,2.4937,2.5034,2.5327,2.4839,2.5327,2.4595,2.4546,2.5034,2.5034,2.5034,2.5181,2.4693,2.5230,2.4888,2.4937,2.5083,2.4742
2668152.4888,2.4839,2.4790,2.4498,2.4986,2.4205,2.4595,2.4644,2.4351,2.4205,2.4644,2.4888,2.4107,2.4546,2.4986,2.4546,2.4449,2.4888,2.4351,2.4790,2.4839,2.4986,2.4498,2.4839,2.5034,2.4986,2.4254,2.4790,2.5181,2.4937
3032192.4693,2.4205,2.5620,2.5474,2.5718,2.5083,2.5620,2.5425,2.5327,2.5474,2.5327,2.5034,2.4839,2.5034,2.5376,2.5083,2.4986,2.4839,2.4790,2.5181,2.5132,2.5083,2.4937,2.4498,2.4498,2.5230,2.5181,2.4790,2.4449,2.4498
3196142.4790,2.4693,2.4546,2.4156,2.4205,2.4400,2.4693,2.4888,2.4790,2.4742,2.4644,2.4546,2.4693,2.4693,2.4546,2.4839,2.4302,2.4742,2.4351,2.5083,2.5278,2.4449,2.4839,2.5230,2.4498,2.4351,2.5034,2.4937,2.4351,2.5132
3410122.4693,2.4644,2.5718,2.5474,2.5522,2.5132,2.5132,2.5376,2.5181,2.4986,2.5425,2.5181,2.4644,2.5327,2.5034,2.4790,2.4839,2.4644,2.4839,2.4888,2.5083,2.4986,2.4986,2.5083,2.4595,2.5181,2.5132,2.4888,2.5132,2.4742
3574132.4937,2.4742,2.4107,2.4644,2.4302,2.4595,2.4888,2.4254,2.4010,2.4449,2.4839,2.4058,2.4839,2.4742,2.5083,2.4546,2.4839,2.4400,2.4888,2.5034,2.5327,2.4546,2.4498,2.4742,2.4937,2.5278,2.4546,2.4693,2.5034,2.4449
3888112.5083,2.5278,2.5913,2.5474,2.5571,2.5425,2.5083,2.5474,2.5181,2.5132,2.5425,2.5230,2.4888,2.5230,2.5230,2.4742,2.4937,2.4595,2.4595,2.4839,2.4839,2.4888,2.5083,2.4449,2.4888,2.5230,2.5181,2.4986,2.5230,2.4449
4052062.4790,2.4888,2.4742,2.4595,2.4595,2.4058,2.4010,2.4546,2.4839,2.4546,2.4839,2.4742,2.4742,2.4205,2.4107,2.4498,2.5132,2.4986,2.4205,2.4644,2.5132,2.4790,2.4205,2.4595,2.4839,2.5132,2.4546,2.4937,2.5034,2.4595
4365972.4449,2.4839,2.5522,2.5425,2.5474,2.5620,2.5327,2.5474,2.5327,2.5230,2.5425,2.5327,2.5425,2.5083,2.4839,2.5278,2.5278,2.5181,2.5083,2.4839,2.4449,2.5034,2.4986,2.5132,2.5230,2.4644,2.4498,2.5034,2.5132,2.4839
4479912.4937,2.4937,2.4498,2.4449,2.4888,2.4010,2.4302,2.4498,2.4644,2.4107,2.4400,2.4644,2.4742,2.4693,2.5083,2.4351,2.4986,2.4839,2.4839,2.4693,2.4351,2.4937,2.4351,2.4546,2.4888,2.5230,2.4302,2.4888,2.5132,2.4986
4693862.4693,2.4693,2.5474,2.5766,2.5718,2.5425,2.4986,2.5181,2.5132,2.5474,2.5474,2.5230,2.5327,2.4986,2.4693,2.4937,2.4888,2.4839,2.5278,2.5083,2.5132,2.4839,2.5230,2.5278,2.4595,2.5132,2.4790,2.4644,2.4742,2.4790
4907792.5132,2.4449,2.4790,2.4595,2.4449,2.4839,2.4595,2.4351,2.4449,2.4742,2.4058,2.4986,2.4595,2.4693,2.4839,2.4156,2.5132,2.4693,2.4986,2.4986,2.4302,2.4937,2.5034,2.4302,2.4742,2.4937,2.4156,2.4839,2.4839,2.4742
5121792.4742,2.5230,2.5425,2.5620,2.5620,2.5620,2.5132,2.5327,2.5132,2.5327,2.4888,2.5230,2.4790,2.5083,2.4546,2.5034,2.4595,2.5132,2.4790,2.4790,2.5132,2.4790,2.5278,2.4644,2.4644,2.5083,2.4888,2.5083,2.4888,2.5181
5385732.4937,2.5034,2.4742,2.4595,2.4595,2.4205,2.4839,2.4058,2.4449,2.4742,2.4498,2.4498,2.5034,2.4644,2.4986,2.4986,2.4693,2.4498,2.4302,2.4742,2.4986,2.4302,2.4937,2.4888,2.5083,2.4986,2.4790,2.5132,2.4400,2.4742
5599752.4790,2.4546,2.5718,2.5034,2.4839,2.4986,2.5474,2.5522,2.5230,2.4888,2.4742,2.5034,2.5034,2.5034,2.4790,2.5278,2.5083,2.5278,2.5083,2.4839,2.5230,2.4986,2.5083,2.5083,2.5083,2.4693,2.5083,2.4790,2.4790,2.4790
5763692.4839,2.5083,2.4644,2.4010,2.4546,2.4693,2.4693,2.4790,2.4205,2.4644,2.4839,2.4888,2.4790,2.4595,2.5278,2.5083,2.4839,2.5083,2.4400,2.4644,2.5034,2.4546,2.5376,2.4595,2.4839,2.5132,2.4254,2.4839,2.5034,2.4937
5927652.5034,2.5278,2.5766,2.5522,2.5425,2.5181,2.5181,2.5230,2.5083,2.5327,2.5034,2.5181,2.5181,2.5278,2.4888,2.4644,2.5083,2.4888,2.4986,2.4937,2.4595,2.5181,2.4790,2.5083,2.4839,2.4888,2.4839,2.4644,2.4839,2.4839
6191622.4986,2.5034,2.4107,2.4351,2.4790,2.4790,2.4742,2.4742,2.4839,2.4156,2.4644,2.4254,2.4644,2.4790,2.4888,2.4937,2.5278,2.4498,2.4449,2.4449,2.4888,2.4937,2.4742,2.4742,2.4790,2.4449,2.4644,2.4644,2.4644,2.4693
6355532.4790,2.4986,2.5376,2.5522,2.5766,2.5278,2.5522,2.4888,2.4986,2.4839,2.4742,2.5522,2.4839,2.4839,2.5230,2.5230,2.4839,2.5181,2.5034,2.4790,2.4986,2.5083,2.4644,2.4790,2.5230,2.4498,2.4888,2.5083,2.5181,2.4644
6719502.4790,2.5230,2.4254,2.4742,2.4790,2.4546,2.4205,2.4205,2.4595,2.4595,2.4790,2.4937,2.4790,2.4888,2.5034,2.4888,2.4937,2.5181,2.4156,2.4546,2.4888,2.5034,2.4400,2.4693,2.4937,2.4693,2.4937,2.4351,2.4790,2.4888
6733602.4546,2.4546,2.5474,2.5571,2.5327,2.5278,2.4986,2.5132,2.5327,2.5376,2.5376,2.5376,2.4742,2.4888,2.4839,2.4839,2.5278,2.5132,2.5132,2.5230,2.4595,2.5034,2.4839,2.4790,2.5034,2.4742,2.5034,2.4888,2.4790,2.4546
7097612.4644,2.5132,2.4010,2.4400,2.4790,2.3912,2.4205,2.4595,2.4986,2.4839,2.4254,2.4644,2.4888,2.4595,2.4839,2.4937,2.4937,2.4693,2.4839,2.4546,2.5132,2.4254,2.4937,2.5083,2.4595,2.4693,2.5132,2.4888,2.4205,2.4790
7311552.4839,2.4937,2.5718,2.5620,2.5620,2.5571,2.5474,2.5083,2.5181,2.4644,2.5181,2.5132,2.5083,2.5230,2.4790,2.4937,2.4498,2.5083,2.4986,2.5181,2.5132,2.4595,2.4742,2.5034,2.4693,2.4693,2.4888,2.4986,2.5181,2.5181
7425492.4790,2.4742,2.4742,2.4693,2.4010,2.4644,2.4986,2.4205,2.4302,2.4644,2.4254,2.4693,2.4888,2.4742,2.5132,2.4644,2.5083,2.5132,2.4449,2.4644,2.4449,2.5132,2.4546,2.4888,2.5181,2.4546,2.4937,2.4205,2.4888,2.5034
7589492.5132,2.5034,2.5230,2.5571,2.5083,2.5571,2.5522,2.5132,2.5425,2.5083,2.5181,2.5181,2.5083,2.4937,2.5181,2.5376,2.4937,2.5230,2.5230,2.5278,2.5132,2.4790,2.4595,2.4644,2.4986,2.4888,2.5132,2.5278,2.5034,2.5132
7853462.4839,2.4888,2.4839,2.4693,2.4010,2.4790,2.4058,2.4546,2.4742,2.5083,2.4302,2.4839,2.4888,2.4351,2.4254,2.4595,2.5034,2.4449,2.5230,2.4498,2.4888,2.4644,2.4986,2.4302,2.4937,2.4888,2.5132,2.5034,2.5181,2.4546
8117502.4937,2.4644,2.5278,2.5913,2.5327,2.5230,2.5620,2.5474,2.5327,2.5376,2.5181,2.4888,2.4888,2.4693,2.5278,2.5034,2.5181,2.5132,2.4742,2.5278,2.4986,2.4888,2.4498,2.5278,2.5132,2.4790,2.4595,2.5083,2.4693,2.5230
8231412.4644,2.4449,2.4937,2.4790,2.4107,2.4644,2.4693,2.4058,2.4693,2.5034,2.4546,2.5083,2.4742,2.4595,2.4986,2.4351,2.4546,2.4693,2.5034,2.4888,2.4644,2.4742,2.4888,2.4937,2.4693,2.4498,2.5132,2.4693,2.5132,2.4595
8495372.4790,2.5034,2.5181,2.5425,2.5376,2.5620,2.4839,2.5034,2.5181,2.4790,2.5181,2.4937,2.4595,2.5230,2.5132,2.4742,2.4888,2.4693,2.5181,2.4644,2.4888,2.4595,2.5230,2.4986,2.5034,2.4595,2.4644,2.4986,2.4742,2.4986
8809292.4937,2.4742,2.4595,2.4107,2.4205,2.4937,2.4400,2.4546,2.4400,2.4400,2.4693,2.4790,2.4449,2.4644,2.4156,2.4498,2.4937,2.5083,2.4986,2.4742,2.4351,2.5132,2.4498,2.5083,2.4449,2.4986,2.4693,2.4986,2.4644,2.4790
8973212.4644,2.4546,2.5913,2.5571,2.5278,2.5620,2.5181,2.5571,2.4937,2.5327,2.5034,2.5376,2.4986,2.5181,2.5132,2.5083,2.5034,2.4742,2.4693,2.4986,2.4693,2.5083,2.4986,2.4742,2.4449,2.5083,2.4839,2.5034,2.4644,2.4839
9187212.5034,2.4546,2.4693,2.3912,2.4693,2.4742,2.4058,2.4107,2.4351,2.4400,2.4693,2.4595,2.4693,2.5230,2.5230,2.4351,2.4790,2.5132,2.4986,2.4644,2.5034,2.4546,2.4498,2.4546,2.5034,2.5181,2.4693,2.5278,2.4839,2.4351
